Municipality,Settlement,ID,Facility Type,Facility Name,Neighborhood,Street,House Number,X Cord,Y Cord,Building Amount,Owner,Operator,Contact Phone,Contact eMail,Seat amount,Availability,Fencing Available,Lighting Available,Accessibility,Parking Available,Facility Condition,Competition Standard,Official Competition Use,Year Built,School Served,Availability Category,Fencing Available Numeric,Lighting Available Numeric,Facility Condition Numeric,Facility Age
חולון,,224A2109092,מתקן פתוח לכושר גופני,מתקן כושר לנוער,,,,181245.0,656537.0,,חולון,עיריית חולון,,,,פתוח ללא הגבלה,לא,כן,כן,כן,תקין ופעיל,,,2020.0,,Very High,0,1,4.0,5.0
חוף אשקלון,,208G3408572,אולם ספורט בינוני – 32x19 מ',אולם ספורט באר גנים,,,,162926.0,622888.0,,חוף אשקלון,מועצה אזורית חוף אשקלון,,,250.0,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",,2019.0,כן,Low,1,1,4.0,6.0
חוף אשקלון,,208F1104272,מגרש כדורגל – 45X90 מ',מגרש כדורגל כפר סילבר,,ד.נ. חוף אשקלון,,120300.0,613500.0,1.0,,כפר סילבר והרשות,08-6776111,,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,,,Low,1,1,4.0,
חוף אשקלון,כפר סילבר,208G3100804,אולם ספורט בינוני – 32x19 מ',אולם ספורט כפר סילבר,,ד.נ. חוף אשקלון,,120500.0,613500.0,1.0,,כפר סילבר,052-4287425,,500.0,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,,כפר סילבר,Very High,1,1,4.0,
חוף אשקלון,כפר סילבר,208P1102392,בריכת שחיה - 25X12.5 מ',בריכת שחייה,,ד.נ. חוף אשקלון,,120600.0,613600.0,1.0,,כפר סילבר,08-6776111,,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,,,Very High,1,1,4.0,
חוף אשקלון,,208B2105257,מגרש ספורט משולב – 43X32 מ',מגרש משולב כפר סילבר,,ד.נ. חוף אשקלון,,113300.0,620250.0,1.0,,כפר סילבר,08-6776111,,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,,,Very High,1,1,4.0,
חוף אשקלון,,208B1105627,מגרש כדורסל – 19X32 מ',מגרש פתוח ברכיה,,ד.נ. חוף אשקלון,,114700.0,619800.0,1.0,חוף אשקלון,"מושב ברכיה בי""ס מורשה",08-6722089,,,פתוח ללא הגבלה,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1972.0,,Very High,1,1,3.0,53.0
חוף אשקלון,,208R1104252,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מגרש כדורגל הודיה,,ד.נ. חוף אשקלון,,116000.0,621500.0,1.0,,מושב הודיה,057-7739623,,,פתוח ללא הגבלה,לא,לא,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2017.0,,Very High,0,0,4.0,8.0
חוף אשקלון,כוכב מיכאל,208P1102415,בריכת שחיה - 25X12.5 מ',בריכת שחייה,,ד.נ. חוף אשקלון,,118800.0,615300.0,1.0,,מושב כוכב מיכאל,050-5751246,,,כניסה בתשלום במקום,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,,,1,1,4.0,
חוף אשקלון,כוכב מיכאל,208B2105254,מגרש ספורט משולב – 43X32 מ',מגרש משולב כוכב מיכאל,,ד.נ. חוף אשקלון,,118800.0,615300.0,1.0,,מושב כוכב מיכאל,,,,פתוח ללא הגבלה,כן,כן,לא,כן,פעיל וזקוק לשיפוץ,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,,,Very High,1,1,3.0,
חוף אשקלון,מבקיעים,208B2104985,מגרש ספורט משולב – 43X32 מ',מגרש משולב,,ד.נ. חוף אשקלון,,114400.0,609900.0,1.0,,מושב מבקיעים,054-2266775,,,בתיאום בלבד,כן,כן,לא,כן,פעיל וזקוק לשיפוץ,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,2016.0,,Low,1,1,3.0,9.0
חוף אשקלון,,208T1103940,מגרש טניס,מגרש טניס ניר ישראל,,ד.נ. חוף אשקלון,,115250.0,621800.0,1.0,,מושב ניר ישראל רשות,050-7867157,,,פתוח ללא הגבלה,כן,כן,לא,כן,פעיל וזקוק לשיפוץ,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,,,Very High,1,1,3.0,
חוף אשקלון,,208P1102439,בריכת שחיה - 25X12.5 מ',בריכת שחייה נתיב העשרה,,ד.נ. חוף אשקלון,,106300.0,609000.0,1.0,,מושבה נתיב העשרה,054-6775555,,,בתיאום בלבד,כן,לא,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1984.0,,Low,1,0,4.0,41.0
חוף אשקלון,,208T1103958,מגרש טניס,מגרש טניס תלמי יפה,,ד.נ. חוף אשקלון,,163300.0,613700.0,1.0,,מושב תלמי יפה רשות,052-3867515,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,,,Very High,1,1,4.0,
חוף אשקלון,ניצן,208B1104998,מגרש כדורסל – 19X32 מ',מגרש משולב,,ד.נ. חוף אשקלון,,165350.0,626875.0,1.0,חוף אשקלון,אתר ניצן מפונים,,,,פתוח ללא הגבלה,כן,כן,לא,כן,פעיל וזקוק לשיפוץ,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,,,Very High,1,1,3.0,
חוף אשקלון,יד מרדכי,208B2104978,מגרש ספורט משולב – 43X32 מ',מגרש משולב,,ד.נ. חוף אשקלון,,158320.0,611320.0,1.0,חוף אשקלון,קיבוץ יד מרדכי,052-3962469,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,,,Very High,1,1,4.0,
חוף אשקלון,,208G3100959,אולם ספורט בינוני – 32x19 מ',אולם ספורט יד מרדכי,,ד.נ. חוף אשקלון,,158100.0,610800.0,1.0,,קיבוץ יד מורדכי רשות,052392308,,1000.0,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1978.0,"חופים, שקמה",Very High,1,1,4.0,47.0
חוף אשקלון,,208G3100985,אולם ספורט בינוני – 32x19 מ',אולם ספורט כרמיה,,ד.נ. חוף אשקלון,,106800.0,612600.0,1.0,,קיבוץ כרמיה,,,1000.0,פתוח ללא הגבלה,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,,"חופים, שקמה",Very High,1,1,3.0,
חוף אשקלון,,208F1104276,מגרש כדורגל – 45X90 מ',מגרש כדורגל כרמיה,,ד.נ. חוף אשקלון,,106528.0,612994.0,1.0,,קיבוץ כרמיה,,,,פתוח ללא הגבלה,כן,כן,לא,כן,לא פעיל,,אינו משמש לתחרויות רשמיות,,,Very High,1,1,2.0,
חוף אשקלון,ניצנים,208P1102411,בריכת שחיה - 25X12.5 מ',בריכת שחייה,,ד.נ. חוף אשקלון,,115400.0,625100.0,1.0,,קיבוץ ניצנים,054947793,,,פתוח ללא הגבלה,כן,לא,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1967.0,,Very High,1,0,4.0,58.0
חוף אשקלון,,208G3101030,אולם ספורט בינוני – 32x19 מ',אולם ספורט ניצנים,,ד.נ. חוף אשקלון,,115330.0,614790.0,1.0,חוף אשקלון,קיבוץ ניצנים והרשות,086775579,,500.0,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1987.0,ניצן,Very High,1,1,4.0,38.0
חוף אשקלון,,208F1104289,מגרש כדורגל – 45X90 מ',מגרש כדורגל ניצנים,,ד.נ. חוף אשקלון,,115100.0,615100.0,1.0,,קיבוץ ניצנים והרשות,,,,פתוח ללא הגבלה,לא,לא,לא,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1992.0,,Very High,0,0,3.0,33.0
חוף אשקלון,,208M1101707,מגרש מיני פיץ',"ביה""ס ""ניצן""",,ד.נ. חוף אשקלון,,115330.0,614790.0,1.0,חוף אשקלון,קיבוץ ניצנים והרשות,050-21873`14,,,פתוח ללא הגבלה,לא,כן,לא,כן,פעיל וזקוק לשיפוץ,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,,,Very High,0,1,3.0,
חוף אשקלון,,208P1102441,בריכת שחיה - 25X12.5 מ',בריכת שחייה תלמי יפה,,ד.נ. חוף אשקלון,,163458.0,613964.0,1.0,,ישוב תלמי יפה,,,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1987.0,,Very High,1,1,4.0,38.0
חוף אשקלון,,208P1107882,בריכת שחיה - 25X12.5 מ',קנטרי בת הדר,,ד.נ. חוף אשקלון,,161650.0,617400.0,1.0,חוף אשקלון,,,,,בתיאום בלבד,כן,כן,כן,כן,לא פעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,,Low,1,1,2.0,
חוף אשקלון,,208T1105973,מגרש טניס,מגרשי טניס,,ד.נ. חוף אשקלון,,161650.0,617400.0,1.0,חוף אשקלון,קנאטרי בת הדר הרשות,,,,פתוח ללא הגבלה,כן,כן,לא,כן,לא תקין ולא פעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,,,Very High,1,1,1.0,
חוף אשקלון,,208B2104241,מגרש ספורט משולב – 43X32 מ',מגרש כדורגל בת הדר,,ד.נ. חוף אשקלון,,161650.0,617400.0,1.0,חוף אשקלון,הרשות,,,,פתוח ללא הגבלה,כן,כן,לא,כן,פעיל וזקוק לשיפוץ,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,,,Very High,1,1,3.0,
חוף אשקלון,,208B1104027,מגרש כדורסל – 19X32 מ',מגרש כדור סל בבת הדר,,ד.נ. חוף אשקלון,,161650.0,617400.0,1.0,חוף אשקלון,רשות,050-2187314,,,פתוח ללא הגבלה,כן,כן,לא,כן,פעיל וזקוק לשיפוץ,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1992.0,,Very High,1,1,3.0,33.0
חוף אשקלון,,208R1103297,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),כדורגל סינטטי מבקיעים,,,,159965.0,614813.0,,,מבקיעים והרשות,,,,בתיאום בלבד,לא,כן,לא,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,לא רלוונטי,2014.0,,Low,0,1,3.0,11.0
חוף אשקלון,,208R1103292,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),כדורגל סינטטי זיקים,,,,154885.0,613201.0,,,קיבוץ זיקים,,,,בתיאום בלבד,לא,לא,לא,לא,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,ליגה מקומית ואיזורית,2007.0,,Low,0,0,3.0,18.0
חוף אשקלון,,208B2105305,מגרש ספורט משולב – 43X32 מ',מגרש משולב ניצן,,,,165147.0,627681.0,,חוף אשקלון,ניצן והמועצה אזורית חוף אשקלון,,,,פתוח ללא הגבלה,לא,לא,לא,לא,פעיל וזקוק לשיפוץ,,,2007.0,,Very High,0,0,3.0,18.0
חוף אשקלון,,208B1104678,מגרש כדורסל – 19X32 מ',מגרש כדורסל נתיב העשרה,,,,156245.0,609051.0,,,מושבה נתיב העשרה,,,,בתיאום בלבד,לא,לא,לא,לא,פעיל וזקוק לשיפוץ,,,1982.0,,Low,0,0,3.0,43.0
חוף אשקלון,,208T1103946,מגרש טניס,מגרש טניס נתיב העשרה,,,,156269.0,608982.0,,,מושב נתיב העשרה,,,,בתיאום בלבד,לא,לא,לא,לא,תקין ופעיל,,,1982.0,,Low,0,0,4.0,43.0
חוף הכרמל,מעגן מיכאל,162G4308615,אולם ספורט גדול - 45X24 מ',משותף חוף הכרמל,,,,191853.0,717957.0,,חוף הכרמל,מועצה אזורית חוף הכרמל,,adir@hcarmel.org.il,499.0,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"מתקן תקני לפי דרישות האיגוד, כולל שירותים, מקלחות וחדר שופטים",,2015.0,כן,Low,1,1,4.0,10.0
חוף הכרמל,,162G4308616,אולם ספורט גדול - 45X24 מ',קיסריה- אולם ספורט,,,,191575.0,713189.0,,חוף הכרמל,מועצה אזורית חוף הכרמל,,adir@hcarmel.org.il,499.0,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"מתקן תקני לפי דרישות האיגוד, כולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,2016.0,כן,Low,1,1,4.0,9.0
חוף הכרמל,,162G3101890,אולם ספורט בינוני – 32x19 מ',בית הפיס עתלית,עתלית,הסלע,1,194890.0,732660.0,1.0,חוף הכרמל,מ.א חוף הכרמל,04-9549235,,150.0,בתיאום בלבד,לא,כן,כן,כן,פעיל וזקוק לשיפוץ,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,1990.0,גלי עתלית,Low,0,1,3.0,35.0
חוף הכרמל,,162R1100661,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),"אולם לחימה 90 מ""ר",עתלית,הסלע,1,194890.0,732660.0,1.0,חוף הכרמל,מ.א חוף הכרמל,04-9549235,,,בתיאום בלבד,לא,כן,לא,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1990.0,,Low,0,1,3.0,35.0
חוף הכרמל,,162R1101194,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),אולפן מחול,עתלית,הסלע,1,194890.0,732660.0,1.0,חוף הכרמל,מ.א חוף הכרמל,04-9549235,,,בתיאום בלבד,כן,כן,כן,כן,פעיל וזקוק לשיפוץ,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1990.0,הדמוקרטי - משעטלים,Low,1,1,3.0,35.0
